State,Latitude,Longitude,Year,Minimum Wage,CPI Average,Wage equivalent in 2018,Poverty Rate
Washington,47.400902,-121.490494,1997,4.90,160.5166667,7.64,
Washington,47.400902,-121.490494,1998,4.90,163.0083333,7.53,9.9
Washington,47.400902,-121.490494,1999,4.90,166.575,7.37,9.9
Washington,47.400902,-121.490494,2000,6.50,172.2,9.45,9.6
Washington,47.400902,-121.490494,2001,6.72,177.06666669999998,9.5,9.9
Washington,47.400902,-121.490494,2002,6.90,179.875,9.61,10.3
Washington,47.400902,-121.490494,2003,7.01,183.95833330000002,9.54,11
Washington,47.400902,-121.490494,2004,7.16,188.8833333,9.49,11.6
Washington,47.400902,-121.490494,2005,7.35,195.29166669999998,9.42,12
Washington,47.400902,-121.490494,2006,7.63,201.5916667,9.48,11.8
Washington,47.400902,-121.490494,2007,7.93,207.3424167,9.58,11.4
Washington,47.400902,-121.490494,2008,8.07,215.3025,9.39,11.3
Washington,47.400902,-121.490494,2009,8.55,214.537,9.98,12.3
Washington,47.400902,-121.490494,2010,8.55,218.0555,9.82,13.5
Washington,47.400902,-121.490494,2011,8.67,224.9391667,9.65,13.9
Washington,47.400902,-121.490494,2012,9.04,229.5939167,9.86,13.6
Washington,47.400902,-121.490494,2013,9.19,232.95708330000002,9.88,14.1
Washington,47.400902,-121.490494,2014,9.32,236.73616669999998,9.86,13.2
Washington,47.400902,-121.490494,2015,9.47,237.017,10.0,12.2
Washington,47.400902,-121.490494,2016,9.47,240.0071667,9.88,11.3
Washington,47.400902,-121.490494,2017,11.00,245.11958330000002,11.24,11
West Virginia,38.491226,-80.954453,1968,1.00,34.78333333,7.2,
West Virginia,38.491226,-80.954453,1969,1.00,36.68333333,6.83,
West Virginia,38.491226,-80.954453,1970,1.00,38.825,6.45,
West Virginia,38.491226,-80.954453,1971,1.00,40.49166667,6.18,
West Virginia,38.491226,-80.954453,1972,1.20,41.81666667,7.19,
West Virginia,38.491226,-80.954453,1973,1.20,44.4,6.77,
West Virginia,38.491226,-80.954453,1974,1.20,49.30833333,6.09,
West Virginia,38.491226,-80.954453,1975,1.20,53.81666667,5.58,
West Virginia,38.491226,-80.954453,1976,2.00,56.90833333,8.8,
West Virginia,38.491226,-80.954453,1977,2.00,60.60833333,8.26,
West Virginia,38.491226,-80.954453,1978,2.00,65.23333333,7.68,
West Virginia,38.491226,-80.954453,1979,2.20,72.575,7.59,
West Virginia,38.491226,-80.954453,1980,2.20,82.40833333,6.68,
West Virginia,38.491226,-80.954453,1981,2.75,90.925,7.57,
West Virginia,38.491226,-80.954453,1982,2.75,96.5,7.14,
West Virginia,38.491226,-80.954453,1983,2.75,99.6,6.91,
West Virginia,38.491226,-80.954453,1984,2.75,103.8833333,6.63,
West Virginia,38.491226,-80.954453,1985,2.75,107.56666670000001,6.4,
West Virginia,38.491226,-80.954453,1986,2.75,109.60833329999998,6.28,
West Virginia,38.491226,-80.954453,1987,2.75,113.625,6.06,
West Virginia,38.491226,-80.954453,1988,3.35,118.25833329999999,7.09,
West Virginia,38.491226,-80.954453,1989,3.35,123.96666670000002,6.77,
West Virginia,38.491226,-80.954453,1990,3.35,130.65833329999998,6.42,
West Virginia,38.491226,-80.954453,1991,3.35,136.19166669999998,6.16,
West Virginia,38.491226,-80.954453,1992,3.80,140.31666669999998,6.78,
West Virginia,38.491226,-80.954453,1993,3.80,144.45833330000002,6.59,
West Virginia,38.491226,-80.954453,1994,4.25,148.225,7.18,
West Virginia,38.491226,-80.954453,1995,4.25,152.3833333,6.98,
West Virginia,38.491226,-80.954453,1996,4.25,156.85,6.78,
West Virginia,38.491226,-80.954453,1997,4.25,160.5166667,6.63,
West Virginia,38.491226,-80.954453,1998,4.75,163.0083333,7.3,16.8
West Virginia,38.491226,-80.954453,1999,4.75,166.575,7.14,16.3
West Virginia,38.491226,-80.954453,2000,5.15,172.2,7.49,15.5
West Virginia,38.491226,-80.954453,2001,5.15,177.06666669999998,7.28,16.7
West Virginia,38.491226,-80.954453,2002,5.15,179.875,7.17,16.1
West Virginia,38.491226,-80.954453,2003,5.15,183.95833330000002,7.01,16.3
West Virginia,38.491226,-80.954453,2004,5.15,188.8833333,6.83,16.2
West Virginia,38.491226,-80.954453,2005,5.15,195.29166669999998,6.6,18
West Virginia,38.491226,-80.954453,2006,5.15,201.5916667,6.4,17.6
West Virginia,38.491226,-80.954453,2007,5.85,207.3424167,7.06,17.1
West Virginia,38.491226,-80.954453,2008,6.55,215.3025,7.62,17.4
West Virginia,38.491226,-80.954453,2009,7.25,214.537,8.46,17.8
West Virginia,38.491226,-80.954453,2010,7.25,218.0555,8.33,18.2
West Virginia,38.491226,-80.954453,2011,7.25,224.9391667,8.07,18.7
West Virginia,38.491226,-80.954453,2012,7.25,229.5939167,7.91,18
West Virginia,38.491226,-80.954453,2013,7.25,232.95708330000002,7.79,18.4
West Virginia,38.491226,-80.954453,2014,7.25,236.73616669999998,7.67,18.3
West Virginia,38.491226,-80.954453,2015,8.00,237.017,8.45,18
West Virginia,38.491226,-80.954453,2016,8.75,240.0071667,9.13,17.9
West Virginia,38.491226,-80.954453,2017,8.75,245.11958330000002,8.94,18.5
Wisconsin,44.268543,-89.616508,1968,1.25,34.78333333,9.0,
Wisconsin,44.268543,-89.616508,1969,1.25,36.68333333,8.53,
Wisconsin,44.268543,-89.616508,1970,1.30,38.825,8.38,
Wisconsin,44.268543,-89.616508,1971,1.30,40.49166667,8.04,
Wisconsin,44.268543,-89.616508,1972,1.45,41.81666667,8.68,
Wisconsin,44.268543,-89.616508,1973,1.45,44.4,8.18,
Wisconsin,44.268543,-89.616508,1974,1.45,49.30833333,7.36,
Wisconsin,44.268543,-89.616508,1975,1.45,53.81666667,6.75,
Wisconsin,44.268543,-89.616508,1976,2.10,56.90833333,9.24,
Wisconsin,44.268543,-89.616508,1977,2.10,60.60833333,8.68,
Wisconsin,44.268543,-89.616508,1978,2.10,65.23333333,8.06,
Wisconsin,44.268543,-89.616508,1979,2.80,72.575,9.66,
Wisconsin,44.268543,-89.616508,1980,3.00,82.40833333,9.12,
Wisconsin,44.268543,-89.616508,1981,3.25,90.925,8.95,
Wisconsin,44.268543,-89.616508,1982,3.25,96.5,8.43,
Wisconsin,44.268543,-89.616508,1983,3.25,99.6,8.17,
Wisconsin,44.268543,-89.616508,1984,3.25,103.8833333,7.83,
Wisconsin,44.268543,-89.616508,1985,3.25,107.56666670000001,7.57,
Wisconsin,44.268543,-89.616508,1986,3.25,109.60833329999998,7.42,
Wisconsin,44.268543,-89.616508,1987,3.25,113.625,7.16,
Wisconsin,44.268543,-89.616508,1988,3.35,118.25833329999999,7.09,
Wisconsin,44.268543,-89.616508,1989,3.35,123.96666670000002,6.77,
Wisconsin,44.268543,-89.616508,1990,3.35,130.65833329999998,6.42,
Wisconsin,44.268543,-89.616508,1991,3.80,136.19166669999998,6.99,
Wisconsin,44.268543,-89.616508,1992,3.80,140.31666669999998,6.78,
Wisconsin,44.268543,-89.616508,1993,3.80,144.45833330000002,6.59,
Wisconsin,44.268543,-89.616508,1994,4.25,148.225,7.18,
Wisconsin,44.268543,-89.616508,1995,4.25,152.3833333,6.98,
Wisconsin,44.268543,-89.616508,1996,4.25,156.85,6.78,
Wisconsin,44.268543,-89.616508,1997,4.75,160.5166667,7.41,
Wisconsin,44.268543,-89.616508,1998,5.15,163.0083333,7.91,8.9
Wisconsin,44.268543,-89.616508,1999,5.15,166.575,7.74,8.4
Wisconsin,44.268543,-89.616508,2000,5.15,172.2,7.49,8.1
Wisconsin,44.268543,-89.616508,2001,5.15,177.06666669999998,7.28,8.1
Wisconsin,44.268543,-89.616508,2002,5.15,179.875,7.17,8.5
Wisconsin,44.268543,-89.616508,2003,5.15,183.95833330000002,7.01,8.9
Wisconsin,44.268543,-89.616508,2004,5.15,188.8833333,6.83,10.9
Wisconsin,44.268543,-89.616508,2005,5.15,195.29166669999998,6.6,10.2
Wisconsin,44.268543,-89.616508,2006,5.70,201.5916667,7.08,10.9
Wisconsin,44.268543,-89.616508,2007,6.50,207.3424167,7.85,10.8
Wisconsin,44.268543,-89.616508,2008,6.50,215.3025,7.56,10.5
Wisconsin,44.268543,-89.616508,2009,6.50,214.537,7.59,12.4
Wisconsin,44.268543,-89.616508,2010,7.25,218.0555,8.33,13.2
Wisconsin,44.268543,-89.616508,2011,7.25,224.9391667,8.07,13.1
Wisconsin,44.268543,-89.616508,2012,7.25,229.5939167,7.91,13.2
Wisconsin,44.268543,-89.616508,2013,7.25,232.95708330000002,7.79,13.5
Wisconsin,44.268543,-89.616508,2014,7.25,236.73616669999998,7.67,13.2
Wisconsin,44.268543,-89.616508,2015,7.25,237.017,7.66,12.1
Wisconsin,44.268543,-89.616508,2016,7.25,240.0071667,7.56,11.8
Wisconsin,44.268543,-89.616508,2017,7.25,245.11958330000002,7.41,11.3
Wyoming,42.755966,-107.30248999999999,1968,1.20,34.78333333,8.64,
Wyoming,42.755966,-107.30248999999999,1969,1.20,36.68333333,8.19,
Wyoming,42.755966,-107.30248999999999,1970,1.30,38.825,8.38,
Wyoming,42.755966,-107.30248999999999,1971,1.30,40.49166667,8.04,
Wyoming,42.755966,-107.30248999999999,1972,1.50,41.81666667,8.98,
Wyoming,42.755966,-107.30248999999999,1973,1.50,44.4,8.46,
Wyoming,42.755966,-107.30248999999999,1974,1.50,49.30833333,7.62,
Wyoming,42.755966,-107.30248999999999,1975,1.50,53.81666667,6.98,
Wyoming,42.755966,-107.30248999999999,1976,1.60,56.90833333,7.04,
Wyoming,42.755966,-107.30248999999999,1977,1.60,60.60833333,6.61,
Wyoming,42.755966,-107.30248999999999,1978,1.60,65.23333333,6.14,
Wyoming,42.755966,-107.30248999999999,1979,1.60,72.575,5.52,
Wyoming,42.755966,-107.30248999999999,1980,1.60,82.40833333,4.86,
Wyoming,42.755966,-107.30248999999999,1981,1.60,90.925,4.41,
Wyoming,42.755966,-107.30248999999999,1982,1.60,96.5,4.15,
Wyoming,42.755966,-107.30248999999999,1983,1.60,99.6,4.02,
Wyoming,42.755966,-107.30248999999999,1984,1.60,103.8833333,3.86,
Wyoming,42.755966,-107.30248999999999,1985,1.60,107.56666670000001,3.72,
Wyoming,42.755966,-107.30248999999999,1986,1.60,109.60833329999998,3.66,
Wyoming,42.755966,-107.30248999999999,1987,1.60,113.625,3.53,
Wyoming,42.755966,-107.30248999999999,1988,1.60,118.25833329999999,3.39,
Wyoming,42.755966,-107.30248999999999,1989,1.60,123.96666670000002,3.23,
Wyoming,42.755966,-107.30248999999999,1990,1.60,130.65833329999998,3.07,
Wyoming,42.755966,-107.30248999999999,1991,1.60,136.19166669999998,2.94,
Wyoming,42.755966,-107.30248999999999,1992,1.60,140.31666669999998,2.86,
Wyoming,42.755966,-107.30248999999999,1993,1.60,144.45833330000002,2.77,
Wyoming,42.755966,-107.30248999999999,1994,1.60,148.225,2.7,
Wyoming,42.755966,-107.30248999999999,1995,1.60,152.3833333,2.63,
Wyoming,42.755966,-107.30248999999999,1996,1.60,156.85,2.55,
Wyoming,42.755966,-107.30248999999999,1997,1.60,160.5166667,2.5,
Wyoming,42.755966,-107.30248999999999,1998,1.60,163.0083333,2.46,11.4
Wyoming,42.755966,-107.30248999999999,1999,1.60,166.575,2.41,11.2
Wyoming,42.755966,-107.30248999999999,2000,1.60,172.2,2.33,10.4
Wyoming,42.755966,-107.30248999999999,2001,1.60,177.06666669999998,2.26,10.5
Wyoming,42.755966,-107.30248999999999,2002,5.15,179.875,7.17,10.6
Wyoming,42.755966,-107.30248999999999,2003,5.15,183.95833330000002,7.01,10.8
Wyoming,42.755966,-107.30248999999999,2004,5.15,188.8833333,6.83,10.3
Wyoming,42.755966,-107.30248999999999,2005,5.15,195.29166669999998,6.6,10.6
Wyoming,42.755966,-107.30248999999999,2006,5.15,201.5916667,6.4,10.3
Wyoming,42.755966,-107.30248999999999,2007,5.15,207.3424167,6.22,9.5
Wyoming,42.755966,-107.30248999999999,2008,5.15,215.3025,5.99,9.5
Wyoming,42.755966,-107.30248999999999,2009,5.15,214.537,6.01,10.2
Wyoming,42.755966,-107.30248999999999,2010,5.15,218.0555,5.91,11.4
Wyoming,42.755966,-107.30248999999999,2011,5.15,224.9391667,5.73,11.3
Wyoming,42.755966,-107.30248999999999,2012,5.15,229.5939167,5.62,11.9
Wyoming,42.755966,-107.30248999999999,2013,5.15,232.95708330000002,5.54,10.9
Wyoming,42.755966,-107.30248999999999,2014,5.15,236.73616669999998,5.45,11.2
Wyoming,42.755966,-107.30248999999999,2015,5.15,237.017,5.44,10.6
Wyoming,42.755966,-107.30248999999999,2016,5.15,240.0071667,5.37,10.9
Wyoming,42.755966,-107.30248999999999,2017,5.15,245.11958330000002,5.26,10.8
